idbinance,pair,price,Date,Datetime
115220,QTUMUSDT,15.605,2018-04-13,"2018-04-14 02:00:00"
115221,QTUMUSDT,15.837,2018-04-14,"2018-04-15 02:00:00"
115222,QTUMUSDT,16.811,2018-04-15,"2018-04-16 02:00:00"
115223,QTUMUSDT,16.651,2018-04-16,"2018-04-17 02:00:00"
115224,QTUMUSDT,16.187,2018-04-17,"2018-04-18 02:00:00"
115225,QTUMUSDT,17.552,2018-04-18,"2018-04-19 02:00:00"
115226,QTUMUSDT,18.551,2018-04-19,"2018-04-20 02:00:00"
115227,QTUMUSDT,20.267,2018-04-20,"2018-04-21 02:00:00"
115228,QTUMUSDT,19.358,2018-04-21,"2018-04-22 02:00:00"
115229,QTUMUSDT,19.107,2018-04-22,"2018-04-23 02:00:00"
115230,QTUMUSDT,20.457,2018-04-23,"2018-04-24 02:00:00"
115231,QTUMUSDT,22.642,2018-04-24,"2018-04-25 02:00:00"
115232,QTUMUSDT,19.152,2018-04-25,"2018-04-26 02:00:00"
115233,QTUMUSDT,21.007,2018-04-26,"2018-04-27 02:00:00"
115234,QTUMUSDT,19.633,2018-04-27,"2018-04-28 02:00:00"
115235,QTUMUSDT,21.625,2018-04-28,"2018-04-29 02:00:00"
115236,QTUMUSDT,23.001,2018-04-29,"2018-04-30 02:00:00"
115237,QTUMUSDT,22.432,2018-04-30,"2018-05-01 02:00:00"
115238,QTUMUSDT,22.045,2018-05-01,"2018-05-02 02:00:00"
115239,QTUMUSDT,22.29,2018-05-02,"2018-05-03 02:00:00"
115240,QTUMUSDT,22.728,2018-05-03,"2018-05-04 02:00:00"
115241,QTUMUSDT,22.091,2018-05-04,"2018-05-05 02:00:00"
115242,QTUMUSDT,22.464,2018-05-05,"2018-05-06 02:00:00"
115243,QTUMUSDT,22.88,2018-05-06,"2018-05-07 02:00:00"
115244,QTUMUSDT,21.362,2018-05-07,"2018-05-08 02:00:00"
115245,QTUMUSDT,20.658,2018-05-08,"2018-05-09 02:00:00"
115246,QTUMUSDT,19.905,2018-05-09,"2018-05-10 02:00:00"
115247,QTUMUSDT,18.221,2018-05-10,"2018-05-11 02:00:00"
115248,QTUMUSDT,15.834,2018-05-11,"2018-05-12 02:00:00"
115249,QTUMUSDT,16.131,2018-05-12,"2018-05-13 02:00:00"
115250,QTUMUSDT,17.199,2018-05-13,"2018-05-14 02:00:00"
115251,QTUMUSDT,17.664,2018-05-14,"2018-05-15 02:00:00"
115252,QTUMUSDT,16.705,2018-05-15,"2018-05-16 02:00:00"
115253,QTUMUSDT,16.44,2018-05-16,"2018-05-17 02:00:00"
115254,QTUMUSDT,15.302,2018-05-17,"2018-05-18 02:00:00"
115255,QTUMUSDT,15.995,2018-05-18,"2018-05-19 02:00:00"
115256,QTUMUSDT,16.02,2018-05-19,"2018-05-20 02:00:00"
115257,QTUMUSDT,16.759,2018-05-20,"2018-05-21 02:00:00"
115258,QTUMUSDT,16.131,2018-05-21,"2018-05-22 02:00:00"
115259,QTUMUSDT,14.831,2018-05-22,"2018-05-23 02:00:00"
115260,QTUMUSDT,13.24,2018-05-23,"2018-05-24 02:00:00"
115261,QTUMUSDT,13.934,2018-05-24,"2018-05-25 02:00:00"
115262,QTUMUSDT,13.22,2018-05-25,"2018-05-26 02:00:00"
115263,QTUMUSDT,13.179,2018-05-26,"2018-05-27 02:00:00"
115264,QTUMUSDT,13.143,2018-05-27,"2018-05-28 02:00:00"
115265,QTUMUSDT,12.042,2018-05-28,"2018-05-29 02:00:00"
115266,QTUMUSDT,13.198,2018-05-29,"2018-05-30 02:00:00"
115267,QTUMUSDT,13.039,2018-05-30,"2018-05-31 02:00:00"
115268,QTUMUSDT,13.3,2018-05-31,"2018-06-01 02:00:00"
115269,QTUMUSDT,14.42,2018-06-01,"2018-06-02 02:00:00"
115270,QTUMUSDT,14.588,2018-06-02,"2018-06-03 02:00:00"
115271,QTUMUSDT,14.648,2018-06-03,"2018-06-04 02:00:00"
115272,QTUMUSDT,13.588,2018-06-04,"2018-06-05 02:00:00"
115273,QTUMUSDT,13.904,2018-06-05,"2018-06-06 02:00:00"
115274,QTUMUSDT,13.665,2018-06-06,"2018-06-07 02:00:00"
115275,QTUMUSDT,13.538,2018-06-07,"2018-06-08 02:00:00"
115276,QTUMUSDT,13.319,2018-06-08,"2018-06-09 02:00:00"
115277,QTUMUSDT,13.076,2018-06-09,"2018-06-10 02:00:00"
115278,QTUMUSDT,11.35,2018-06-10,"2018-06-11 02:00:00"
115279,QTUMUSDT,11.88,2018-06-11,"2018-06-12 02:00:00"
115280,QTUMUSDT,11.089,2018-06-12,"2018-06-13 02:00:00"
115281,QTUMUSDT,10.458,2018-06-13,"2018-06-14 02:00:00"
115282,QTUMUSDT,11.064,2018-06-14,"2018-06-15 02:00:00"
115283,QTUMUSDT,10.566,2018-06-15,"2018-06-16 02:00:00"
115284,QTUMUSDT,10.533,2018-06-16,"2018-06-17 02:00:00"
115285,QTUMUSDT,10.421,2018-06-17,"2018-06-18 02:00:00"
115286,QTUMUSDT,10.569,2018-06-18,"2018-06-19 02:00:00"
115287,QTUMUSDT,10.706,2018-06-19,"2018-06-20 02:00:00"
115288,QTUMUSDT,10.401,2018-06-20,"2018-06-21 02:00:00"
115289,QTUMUSDT,10.206,2018-06-21,"2018-06-22 02:00:00"
115290,QTUMUSDT,8.866,2018-06-22,"2018-06-23 02:00:00"
115291,QTUMUSDT,8.801,2018-06-23,"2018-06-24 02:00:00"
115292,QTUMUSDT,8.047,2018-06-24,"2018-06-25 02:00:00"
115293,QTUMUSDT,8.302,2018-06-25,"2018-06-26 02:00:00"
115294,QTUMUSDT,8.18,2018-06-26,"2018-06-27 02:00:00"
115295,QTUMUSDT,8.828,2018-06-27,"2018-06-28 02:00:00"
115296,QTUMUSDT,7.721,2018-06-28,"2018-06-29 02:00:00"
115297,QTUMUSDT,8.118,2018-06-29,"2018-06-30 02:00:00"
115298,QTUMUSDT,8.522,2018-06-30,"2018-07-01 02:00:00"
1756,QTUMUSDT,9.193,2018-07-01,"2018-07-02 02:00:00"
17075,QTUMUSDT,9.283,2018-07-02,"2018-07-03 00:00:05"
111809,QTUMUSDT,9.02,2018-07-03,"2018-07-04 00:06:07"
168640,QTUMUSDT,9.121,2018-07-04,"2018-07-05 00:05:22"
216650,QTUMUSDT,8.592,2018-07-05,"2018-07-06 00:01:24"
269822,QTUMUSDT,8.903,2018-07-06,"2018-07-07 00:03:02"
323102,QTUMUSDT,8.795,2018-07-07,"2018-07-08 00:03:00"
376382,QTUMUSDT,9.018,2018-07-08,"2018-07-09 00:03:03"
428182,QTUMUSDT,8.778,2018-07-09,"2018-07-10 00:01:12"
479242,QTUMUSDT,7.934,2018-07-10,"2018-07-11 00:09:51"
531412,QTUMUSDT,7.722,2018-07-11,"2018-07-12 00:48:52"
581732,QTUMUSDT,7.426,2018-07-12,"2018-07-13 00:09:24"
632052,QTUMUSDT,7.638,2018-07-13,"2018-07-14 00:01:46"
683112,QTUMUSDT,7.661,2018-07-14,"2018-07-15 00:25:55"
744198,QTUMUSDT,7.87,2018-07-15,"2018-07-16 00:06:39"
797108,QTUMUSDT,8.316,2018-07-16,"2018-07-17 00:05:33"
850049,QTUMUSDT,8.939,2018-07-17,"2018-07-18 00:09:57"
898308,QTUMUSDT,8.6,2018-07-18,"2018-07-19 00:00:50"
950528,QTUMUSDT,8.411,2018-07-19,"2018-07-20 00:03:58"
1003121,QTUMUSDT,7.759,2018-07-20,"2018-07-21 00:01:26"
1056833,QTUMUSDT,7.958,2018-07-21,"2018-07-22 00:01:28"
1110172,QTUMUSDT,7.832,2018-07-22,"2018-07-23 00:00:31"
1163929,QTUMUSDT,7.747,2018-07-23,"2018-07-24 00:00:36"
1217425,QTUMUSDT,8.157,2018-07-24,"2018-07-25 00:06:00"
1270673,QTUMUSDT,8.057,2018-07-25,"2018-07-26 00:05:09"
1321433,QTUMUSDT,7.851,2018-07-26,"2018-07-27 00:05:30"
1373697,QTUMUSDT,7.892,2018-07-27,"2018-07-28 00:03:01"
1425585,QTUMUSDT,7.676,2018-07-28,"2018-07-29 00:07:38"
1479363,QTUMUSDT,7.702,2018-07-29,"2018-07-30 00:06:53"
1531383,QTUMUSDT,7.386,2018-07-30,"2018-07-31 00:19:36"
1582541,QTUMUSDT,6.88,2018-07-31,"2018-08-01 00:03:56"
1636121,QTUMUSDT,6.606,2018-08-01,"2018-08-02 00:01:09"
1688561,QTUMUSDT,6.394,2018-08-02,"2018-08-03 00:00:54"
1749361,QTUMUSDT,6.288,2018-08-03,"2018-08-04 00:06:54"
1804081,QTUMUSDT,6.257,2018-08-04,"2018-08-05 00:06:54"
1858801,QTUMUSDT,6.517,2018-08-05,"2018-08-06 00:06:56"
1919601,QTUMUSDT,6.36,2018-08-06,"2018-08-07 00:06:17"
1975841,QTUMUSDT,6.118,2018-08-07,"2018-08-08 00:05:44"
2040927,QTUMUSDT,5.222,2018-08-08,"2018-08-09 00:08:22"
2097627,QTUMUSDT,5.421,2018-08-09,"2018-08-10 00:04:14"
2152059,QTUMUSDT,5.006,2018-08-10,"2018-08-11 00:04:17"
2207072,QTUMUSDT,4.757,2018-08-11,"2018-08-12 00:08:12"
2210093,QTUMUSDT,4.669,2018-08-12,"2018-08-13 00:05:49"
2212886,QTUMUSDT,4.172,2018-08-13,"2018-08-14 00:08:47"
2215622,QTUMUSDT,4.001,2018-08-14,"2018-08-15 00:08:49"
736710,TRXUSDT,0.051695,2018-01-01,"2018-01-02 02:00:00"
736709,TRXUSDT,0.078682,2018-01-02,"2018-01-03 02:00:00"
736708,TRXUSDT,0.094703,2018-01-03,"2018-01-04 02:00:00"
736707,TRXUSDT,0.207974,2018-01-04,"2018-01-05 02:00:00"
736706,TRXUSDT,0.220555,2018-01-05,"2018-01-06 02:00:00"
736705,TRXUSDT,0.174797,2018-01-06,"2018-01-07 02:00:00"
736704,TRXUSDT,0.199655,2018-01-07,"2018-01-08 02:00:00"
736703,TRXUSDT,0.151993,2018-01-08,"2018-01-09 02:00:00"
736702,TRXUSDT,0.124782,2018-01-09,"2018-01-10 02:00:00"
736701,TRXUSDT,0.129553,2018-01-10,"2018-01-11 02:00:00"
736700,TRXUSDT,0.10908,2018-01-11,"2018-01-12 02:00:00"
736699,TRXUSDT,0.108858,2018-01-12,"2018-01-13 02:00:00"
736698,TRXUSDT,0.103035,2018-01-13,"2018-01-14 02:00:00"
736697,TRXUSDT,0.084782,2018-01-14,"2018-01-15 02:00:00"
736696,TRXUSDT,0.075694,2018-01-15,"2018-01-16 02:00:00"
736695,TRXUSDT,0.054488,2018-01-16,"2018-01-17 02:00:00"
736694,TRXUSDT,0.075623,2018-01-17,"2018-01-18 02:00:00"
736693,TRXUSDT,0.083179,2018-01-18,"2018-01-19 02:00:00"
736692,TRXUSDT,0.080499,2018-01-19,"2018-01-20 02:00:00"
736691,TRXUSDT,0.085201,2018-01-20,"2018-01-21 02:00:00"
736690,TRXUSDT,0.071186,2018-01-21,"2018-01-22 02:00:00"
736689,TRXUSDT,0.071412,2018-01-22,"2018-01-23 02:00:00"
736688,TRXUSDT,0.068572,2018-01-23,"2018-01-24 02:00:00"
736687,TRXUSDT,0.070421,2018-01-24,"2018-01-25 02:00:00"
736686,TRXUSDT,0.068766,2018-01-25,"2018-01-26 02:00:00"
736685,TRXUSDT,0.06663,2018-01-26,"2018-01-27 02:00:00"
736684,TRXUSDT,0.068422,2018-01-27,"2018-01-28 02:00:00"
736683,TRXUSDT,0.065495,2018-01-28,"2018-01-29 02:00:00"
736682,TRXUSDT,0.064001,2018-01-29,"2018-01-30 02:00:00"
736681,TRXUSDT,0.053761,2018-01-30,"2018-01-31 02:00:00"
736680,TRXUSDT,0.054454,2018-01-31,"2018-02-01 02:00:00"
736679,TRXUSDT,0.046227,2018-02-01,"2018-02-02 02:00:00"
736678,TRXUSDT,0.040799,2018-02-02,"2018-02-03 02:00:00"
736677,TRXUSDT,0.044472,2018-02-03,"2018-02-04 02:00:00"
736676,TRXUSDT,0.037933,2018-02-04,"2018-02-05 02:00:00"
736675,TRXUSDT,0.030161,2018-02-05,"2018-02-06 02:00:00"
736674,TRXUSDT,0.036478,2018-02-06,"2018-02-07 02:00:00"
736673,TRXUSDT,0.032746,2018-02-07,"2018-02-08 02:00:00"
736672,TRXUSDT,0.036725,2018-02-08,"2018-02-09 02:00:00"
736671,TRXUSDT,0.047968,2018-02-09,"2018-02-10 02:00:00"
736670,TRXUSDT,0.048699,2018-02-10,"2018-02-11 02:00:00"
736669,TRXUSDT,0.042401,2018-02-11,"2018-02-12 02:00:00"
736668,TRXUSDT,0.046116,2018-02-12,"2018-02-13 02:00:00"
736667,TRXUSDT,0.043356,2018-02-13,"2018-02-14 02:00:00"
736666,TRXUSDT,0.045936,2018-02-14,"2018-02-15 02:00:00"
736665,TRXUSDT,0.046496,2018-02-15,"2018-02-16 02:00:00"
736664,TRXUSDT,0.052449,2018-02-16,"2018-02-17 02:00:00"
736663,TRXUSDT,0.054914,2018-02-17,"2018-02-18 02:00:00"
736662,TRXUSDT,0.049606,2018-02-18,"2018-02-19 02:00:00"
736661,TRXUSDT,0.051542,2018-02-19,"2018-02-20 02:00:00"
736660,TRXUSDT,0.046861,2018-02-20,"2018-02-21 02:00:00"
736659,TRXUSDT,0.04458,2018-02-21,"2018-02-22 02:00:00"
736658,TRXUSDT,0.040674,2018-02-22,"2018-02-23 02:00:00"
736657,TRXUSDT,0.042875,2018-02-23,"2018-02-24 02:00:00"
736656,TRXUSDT,0.040929,2018-02-24,"2018-02-25 02:00:00"
736655,TRXUSDT,0.039883,2018-02-25,"2018-02-26 02:00:00"
736654,TRXUSDT,0.041769,2018-02-26,"2018-02-27 02:00:00"
736653,TRXUSDT,0.042731,2018-02-27,"2018-02-28 02:00:00"
736652,TRXUSDT,0.043351,2018-02-28,"2018-03-01 02:00:00"
736651,TRXUSDT,0.048847,2018-03-01,"2018-03-02 02:00:00"
736650,TRXUSDT,0.052947,2018-03-02,"2018-03-03 02:00:00"
736649,TRXUSDT,0.048918,2018-03-03,"2018-03-04 02:00:00"
736648,TRXUSDT,0.047801,2018-03-04,"2018-03-05 02:00:00"
736647,TRXUSDT,0.046776,2018-03-05,"2018-03-06 02:00:00"
736646,TRXUSDT,0.043958,2018-03-06,"2018-03-07 02:00:00"
736645,TRXUSDT,0.038601,2018-03-07,"2018-03-08 02:00:00"
736644,TRXUSDT,0.036425,2018-03-08,"2018-03-09 02:00:00"
736643,TRXUSDT,0.036981,2018-03-09,"2018-03-10 02:00:00"
736642,TRXUSDT,0.034928,2018-03-10,"2018-03-11 02:00:00"
736641,TRXUSDT,0.038716,2018-03-11,"2018-03-12 02:00:00"
736640,TRXUSDT,0.036132,2018-03-12,"2018-03-13 02:00:00"
736639,TRXUSDT,0.035726,2018-03-13,"2018-03-14 02:00:00"
736638,TRXUSDT,0.031057,2018-03-14,"2018-03-15 02:00:00"
736637,TRXUSDT,0.030119,2018-03-15,"2018-03-16 02:00:00"
736636,TRXUSDT,0.030119,2018-03-16,"2018-03-17 02:00:00"
736635,TRXUSDT,0.028358,2018-03-17,"2018-03-18 02:00:00"
736634,TRXUSDT,0.028621,2018-03-18,"2018-03-19 02:00:00"
736633,TRXUSDT,0.032364,2018-03-19,"2018-03-20 02:00:00"
736632,TRXUSDT,0.038113,2018-03-20,"2018-03-21 02:00:00"
736631,TRXUSDT,0.037107,2018-03-21,"2018-03-22 02:00:00"
736630,TRXUSDT,0.037924,2018-03-22,"2018-03-23 02:00:00"
736629,TRXUSDT,0.041137,2018-03-23,"2018-03-24 02:00:00"
736628,TRXUSDT,0.04978,2018-03-24,"2018-03-25 02:00:00"
736627,TRXUSDT,0.045311,2018-03-25,"2018-03-26 02:00:00"
736626,TRXUSDT,0.044378,2018-03-26,"2018-03-27 02:00:00"
736625,TRXUSDT,0.043075,2018-03-27,"2018-03-28 02:00:00"
736624,TRXUSDT,0.048817,2018-03-28,"2018-03-29 02:00:00"
736623,TRXUSDT,0.043002,2018-03-29,"2018-03-30 02:00:00"
736622,TRXUSDT,0.041277,2018-03-30,"2018-03-31 02:00:00"
736621,TRXUSDT,0.033972,2018-03-31,"2018-04-01 02:00:00"
736620,TRXUSDT,0.032152,2018-04-01,"2018-04-02 02:00:00"
736619,TRXUSDT,0.035755,2018-04-02,"2018-04-03 02:00:00"
736618,TRXUSDT,0.034801,2018-04-03,"2018-04-04 02:00:00"
736617,TRXUSDT,0.030136,2018-04-04,"2018-04-05 02:00:00"
736616,TRXUSDT,0.040014,2018-04-05,"2018-04-06 02:00:00"
736615,TRXUSDT,0.036918,2018-04-06,"2018-04-07 02:00:00"
736614,TRXUSDT,0.037064,2018-04-07,"2018-04-08 02:00:00"
736613,TRXUSDT,0.037632,2018-04-08,"2018-04-09 02:00:00"
736612,TRXUSDT,0.035756,2018-04-09,"2018-04-10 02:00:00"
736611,TRXUSDT,0.036928,2018-04-10,"2018-04-11 02:00:00"
736610,TRXUSDT,0.036271,2018-04-11,"2018-04-12 02:00:00"
736609,TRXUSDT,0.039564,2018-04-12,"2018-04-13 02:00:00"
736608,TRXUSDT,0.039006,2018-04-13,"2018-04-14 02:00:00"
736607,TRXUSDT,0.040011,2018-04-14,"2018-04-15 02:00:00"
736606,TRXUSDT,0.042971,2018-04-15,"2018-04-16 02:00:00"
736605,TRXUSDT,0.041256,2018-04-16,"2018-04-17 02:00:00"
736604,TRXUSDT,0.042116,2018-04-17,"2018-04-18 02:00:00"
736603,TRXUSDT,0.047521,2018-04-18,"2018-04-19 02:00:00"
736602,TRXUSDT,0.049392,2018-04-19,"2018-04-20 02:00:00"
736601,TRXUSDT,0.053673,2018-04-20,"2018-04-21 02:00:00"
736600,TRXUSDT,0.053677,2018-04-21,"2018-04-22 02:00:00"
736599,TRXUSDT,0.05242,2018-04-22,"2018-04-23 02:00:00"
736598,TRXUSDT,0.058546,2018-04-23,"2018-04-24 02:00:00"
736597,TRXUSDT,0.07336,2018-04-24,"2018-04-25 02:00:00"
736596,TRXUSDT,0.070015,2018-04-25,"2018-04-26 02:00:00"
736595,TRXUSDT,0.074566,2018-04-26,"2018-04-27 02:00:00"
736594,TRXUSDT,0.074037,2018-04-27,"2018-04-28 02:00:00"
736593,TRXUSDT,0.081662,2018-04-28,"2018-04-29 02:00:00"
736592,TRXUSDT,0.089145,2018-04-29,"2018-04-30 02:00:00"
736591,TRXUSDT,0.093777,2018-04-30,"2018-05-01 02:00:00"
736590,TRXUSDT,0.09336,2018-05-01,"2018-05-02 02:00:00"
736589,TRXUSDT,0.091397,2018-05-02,"2018-05-03 02:00:00"
736588,TRXUSDT,0.08734,2018-05-03,"2018-05-04 02:00:00"
736587,TRXUSDT,0.086811,2018-05-04,"2018-05-05 02:00:00"
736586,TRXUSDT,0.087102,2018-05-05,"2018-05-06 02:00:00"
736585,TRXUSDT,0.084778,2018-05-06,"2018-05-07 02:00:00"
736584,TRXUSDT,0.083086,2018-05-07,"2018-05-08 02:00:00"
736583,TRXUSDT,0.083071,2018-05-08,"2018-05-09 02:00:00"
736582,TRXUSDT,0.081006,2018-05-09,"2018-05-10 02:00:00"
736581,TRXUSDT,0.073574,2018-05-10,"2018-05-11 02:00:00"
736580,TRXUSDT,0.065933,2018-05-11,"2018-05-12 02:00:00"
736579,TRXUSDT,0.068731,2018-05-12,"2018-05-13 02:00:00"
736578,TRXUSDT,0.075613,2018-05-13,"2018-05-14 02:00:00"
736577,TRXUSDT,0.072812,2018-05-14,"2018-05-15 02:00:00"
736576,TRXUSDT,0.068566,2018-05-15,"2018-05-16 02:00:00"
736575,TRXUSDT,0.071954,2018-05-16,"2018-05-17 02:00:00"
736574,TRXUSDT,0.067437,2018-05-17,"2018-05-18 02:00:00"
736573,TRXUSDT,0.069387,2018-05-18,"2018-05-19 02:00:00"
736572,TRXUSDT,0.069144,2018-05-19,"2018-05-20 02:00:00"
736571,TRXUSDT,0.077269,2018-05-20,"2018-05-21 02:00:00"
736570,TRXUSDT,0.082378,2018-05-21,"2018-05-22 02:00:00"
736569,TRXUSDT,0.074829,2018-05-22,"2018-05-23 02:00:00"
736568,TRXUSDT,0.069848,2018-05-23,"2018-05-24 02:00:00"
736567,TRXUSDT,0.073095,2018-05-24,"2018-05-25 02:00:00"
736566,TRXUSDT,0.071279,2018-05-25,"2018-05-26 02:00:00"
736565,TRXUSDT,0.073162,2018-05-26,"2018-05-27 02:00:00"
736564,TRXUSDT,0.070601,2018-05-27,"2018-05-28 02:00:00"
736563,TRXUSDT,0.060654,2018-05-28,"2018-05-29 02:00:00"
736562,TRXUSDT,0.065009,2018-05-29,"2018-05-30 02:00:00"
736561,TRXUSDT,0.062402,2018-05-30,"2018-05-31 02:00:00"
736560,TRXUSDT,0.060541,2018-05-31,"2018-06-01 02:00:00"
736559,TRXUSDT,0.058707,2018-06-01,"2018-06-02 02:00:00"
736558,TRXUSDT,0.061184,2018-06-02,"2018-06-03 02:00:00"
736557,TRXUSDT,0.061978,2018-06-03,"2018-06-04 02:00:00"
736556,TRXUSDT,0.059179,2018-06-04,"2018-06-05 02:00:00"
736555,TRXUSDT,0.060577,2018-06-05,"2018-06-06 02:00:00"
736554,TRXUSDT,0.059408,2018-06-06,"2018-06-07 02:00:00"
736553,TRXUSDT,0.058819,2018-06-07,"2018-06-08 02:00:00"
736552,TRXUSDT,0.057577,2018-06-08,"2018-06-09 02:00:00"
736551,TRXUSDT,0.057157,2018-06-09,"2018-06-10 02:00:00"
736550,TRXUSDT,0.048003,2018-06-10,"2018-06-11 02:00:00"
127716,TRXUSDT,0.0484,2018-06-11,"2018-06-12 02:00:00"
127717,TRXUSDT,0.0433,2018-06-12,"2018-06-13 02:00:00"
127718,TRXUSDT,0.04098,2018-06-13,"2018-06-14 02:00:00"
127719,TRXUSDT,0.04505,2018-06-14,"2018-06-15 02:00:00"
127720,TRXUSDT,0.04232,2018-06-15,"2018-06-16 02:00:00"
127721,TRXUSDT,0.04295,2018-06-16,"2018-06-17 02:00:00"
127722,TRXUSDT,0.04234,2018-06-17,"2018-06-18 02:00:00"
127723,TRXUSDT,0.04509,2018-06-18,"2018-06-19 02:00:00"
127724,TRXUSDT,0.04965,2018-06-19,"2018-06-20 02:00:00"
127725,TRXUSDT,0.0498,2018-06-20,"2018-06-21 02:00:00"
127726,TRXUSDT,0.0487,2018-06-21,"2018-06-22 02:00:00"
127727,TRXUSDT,0.0427,2018-06-22,"2018-06-23 02:00:00"
127728,TRXUSDT,0.044,2018-06-23,"2018-06-24 02:00:00"
127729,TRXUSDT,0.04205,2018-06-24,"2018-06-25 02:00:00"
127730,TRXUSDT,0.04208,2018-06-25,"2018-06-26 02:00:00"
127731,TRXUSDT,0.03737,2018-06-26,"2018-06-27 02:00:00"
127732,TRXUSDT,0.03888,2018-06-27,"2018-06-28 02:00:00"
127733,TRXUSDT,0.03605,2018-06-28,"2018-06-29 02:00:00"
127734,TRXUSDT,0.03638,2018-06-29,"2018-06-30 02:00:00"
127735,TRXUSDT,0.03756,2018-06-30,"2018-07-01 02:00:00"
1825,TRXUSDT,0.04042,2018-07-01,"2018-07-02 02:00:00"
17144,TRXUSDT,0.04014,2018-07-02,"2018-07-03 00:00:05"
111878,TRXUSDT,0.0394,2018-07-03,"2018-07-04 00:06:07"
168709,TRXUSDT,0.03943,2018-07-04,"2018-07-05 00:05:22"
216719,TRXUSDT,0.03661,2018-07-05,"2018-07-06 00:01:24"
269891,TRXUSDT,0.03595,2018-07-06,"2018-07-07 00:03:02"
323171,TRXUSDT,0.0349,2018-07-07,"2018-07-08 00:03:00"
376451,TRXUSDT,0.03732,2018-07-08,"2018-07-09 00:03:03"
428251,TRXUSDT,0.03614,2018-07-09,"2018-07-10 00:01:12"
479311,TRXUSDT,0.03435,2018-07-10,"2018-07-11 00:09:51"
531481,TRXUSDT,0.0333,2018-07-11,"2018-07-12 00:48:52"
581801,TRXUSDT,0.03171,2018-07-12,"2018-07-13 00:09:24"
632121,TRXUSDT,0.03336,2018-07-13,"2018-07-14 00:01:46"
683181,TRXUSDT,0.03338,2018-07-14,"2018-07-15 00:25:55"
744267,TRXUSDT,0.0347,2018-07-15,"2018-07-16 00:06:39"
797177,TRXUSDT,0.03684,2018-07-16,"2018-07-17 00:05:33"
850118,TRXUSDT,0.04059,2018-07-17,"2018-07-18 00:09:57"
898377,TRXUSDT,0.03995,2018-07-18,"2018-07-19 00:00:50"
950597,TRXUSDT,0.0378,2018-07-19,"2018-07-20 00:03:58"
1003190,TRXUSDT,0.03463,2018-07-20,"2018-07-21 00:01:26"
1056902,TRXUSDT,0.0359,2018-07-21,"2018-07-22 00:01:28"
1110241,TRXUSDT,0.0351,2018-07-22,"2018-07-23 00:00:31"
1163998,TRXUSDT,0.03434,2018-07-23,"2018-07-24 00:00:36"
1217494,TRXUSDT,0.03813,2018-07-24,"2018-07-25 00:06:00"
1270742,TRXUSDT,0.03761,2018-07-25,"2018-07-26 00:05:09"
1321502,TRXUSDT,0.03609,2018-07-26,"2018-07-27 00:05:30"
1373766,TRXUSDT,0.03704,2018-07-27,"2018-07-28 00:03:01"
1425654,TRXUSDT,0.03693,2018-07-28,"2018-07-29 00:07:38"
1479432,TRXUSDT,0.03995,2018-07-29,"2018-07-30 00:06:53"
1531452,TRXUSDT,0.03665,2018-07-30,"2018-07-31 00:19:36"
1582610,TRXUSDT,0.03382,2018-07-31,"2018-08-01 00:03:56"
1636190,TRXUSDT,0.03152,2018-08-01,"2018-08-02 00:01:09"
1688630,TRXUSDT,0.03134,2018-08-02,"2018-08-03 00:00:54"
1749430,TRXUSDT,0.03046,2018-08-03,"2018-08-04 00:06:54"
1804150,TRXUSDT,0.02874,2018-08-04,"2018-08-05 00:06:54"
1858870,TRXUSDT,0.03022,2018-08-05,"2018-08-06 00:06:56"
1919670,TRXUSDT,0.02878,2018-08-06,"2018-08-07 00:06:17"
1975910,TRXUSDT,0.02761,2018-08-07,"2018-08-08 00:05:44"
2040996,TRXUSDT,0.02407,2018-08-08,"2018-08-09 00:08:22"
2097696,TRXUSDT,0.02595,2018-08-09,"2018-08-10 00:04:14"
2152128,TRXUSDT,0.0234,2018-08-10,"2018-08-11 00:04:17"
2207080,TRXUSDT,0.0232,2018-08-11,"2018-08-12 00:08:12"
2210101,TRXUSDT,0.02273,2018-08-12,"2018-08-13 00:05:49"
2212894,TRXUSDT,0.01926,2018-08-13,"2018-08-14 00:08:47"
2215630,TRXUSDT,0.01809,2018-08-14,"2018-08-15 00:08:49"
127868,TUSDUSDT,1.0045,2018-05-31,"2018-06-01 02:00:00"
127869,TUSDUSDT,1.0044,2018-06-01,"2018-06-02 02:00:00"
127870,TUSDUSDT,1.0028,2018-06-02,"2018-06-03 02:00:00"
127871,TUSDUSDT,1.0035,2018-06-03,"2018-06-04 02:00:00"
127872,TUSDUSDT,1.005,2018-06-04,"2018-06-05 02:00:00"
127873,TUSDUSDT,1.005,2018-06-05,"2018-06-06 02:00:00"
127874,TUSDUSDT,1.0024,2018-06-06,"2018-06-07 02:00:00"
127875,TUSDUSDT,1.0049,2018-06-07,"2018-06-08 02:00:00"
127876,TUSDUSDT,1.0018,2018-06-08,"2018-06-09 02:00:00"
127877,TUSDUSDT,1.001,2018-06-09,"2018-06-10 02:00:00"
127878,TUSDUSDT,1.0035,2018-06-10,"2018-06-11 02:00:00"
127879,TUSDUSDT,1.0032,2018-06-11,"2018-06-12 02:00:00"
127880,TUSDUSDT,1.0141,2018-06-12,"2018-06-13 02:00:00"
127881,TUSDUSDT,1.006,2018-06-13,"2018-06-14 02:00:00"
127882,TUSDUSDT,1.0049,2018-06-14,"2018-06-15 02:00:00"
127883,TUSDUSDT,1.0055,2018-06-15,"2018-06-16 02:00:00"
