idbinance,pair,price,Date,Datetime
712899,IOTAUSDT,1.76,2018-02-21,"2018-02-22 02:00:00"
712898,IOTAUSDT,1.62,2018-02-22,"2018-02-23 02:00:00"
712897,IOTAUSDT,1.75,2018-02-23,"2018-02-24 02:00:00"
712896,IOTAUSDT,1.78,2018-02-24,"2018-02-25 02:00:00"
712895,IOTAUSDT,1.82,2018-02-25,"2018-02-26 02:00:00"
712894,IOTAUSDT,1.87,2018-02-26,"2018-02-27 02:00:00"
712893,IOTAUSDT,1.97,2018-02-27,"2018-02-28 02:00:00"
712892,IOTAUSDT,1.86,2018-02-28,"2018-03-01 02:00:00"
712891,IOTAUSDT,1.97,2018-03-01,"2018-03-02 02:00:00"
712890,IOTAUSDT,1.92,2018-03-02,"2018-03-03 02:00:00"
712889,IOTAUSDT,1.86,2018-03-03,"2018-03-04 02:00:00"
712888,IOTAUSDT,1.89,2018-03-04,"2018-03-05 02:00:00"
712887,IOTAUSDT,1.88,2018-03-05,"2018-03-06 02:00:00"
712886,IOTAUSDT,1.7,2018-03-06,"2018-03-07 02:00:00"
712885,IOTAUSDT,1.53,2018-03-07,"2018-03-08 02:00:00"
712884,IOTAUSDT,1.4,2018-03-08,"2018-03-09 02:00:00"
712883,IOTAUSDT,1.39,2018-03-09,"2018-03-10 02:00:00"
712882,IOTAUSDT,1.31,2018-03-10,"2018-03-11 02:00:00"
712881,IOTAUSDT,1.39,2018-03-11,"2018-03-12 02:00:00"
712880,IOTAUSDT,1.34,2018-03-12,"2018-03-13 02:00:00"
712879,IOTAUSDT,1.31,2018-03-13,"2018-03-14 02:00:00"
712878,IOTAUSDT,1.12,2018-03-14,"2018-03-15 02:00:00"
712877,IOTAUSDT,1.09,2018-03-15,"2018-03-16 02:00:00"
712876,IOTAUSDT,1.1,2018-03-16,"2018-03-17 02:00:00"
712875,IOTAUSDT,1.14,2018-03-17,"2018-03-18 02:00:00"
712874,IOTAUSDT,1.23,2018-03-18,"2018-03-19 02:00:00"
712873,IOTAUSDT,1.33,2018-03-19,"2018-03-20 02:00:00"
712872,IOTAUSDT,1.44,2018-03-20,"2018-03-21 02:00:00"
712871,IOTAUSDT,1.37,2018-03-21,"2018-03-22 02:00:00"
712870,IOTAUSDT,1.33,2018-03-22,"2018-03-23 02:00:00"
712869,IOTAUSDT,1.34,2018-03-23,"2018-03-24 02:00:00"
712868,IOTAUSDT,1.33,2018-03-24,"2018-03-25 02:00:00"
712867,IOTAUSDT,1.32,2018-03-25,"2018-03-26 02:00:00"
712866,IOTAUSDT,1.24,2018-03-26,"2018-03-27 02:00:00"
712865,IOTAUSDT,1.17,2018-03-27,"2018-03-28 02:00:00"
712864,IOTAUSDT,1.19,2018-03-28,"2018-03-29 02:00:00"
712863,IOTAUSDT,1.09,2018-03-29,"2018-03-30 02:00:00"
712862,IOTAUSDT,1.11,2018-03-30,"2018-03-31 02:00:00"
712861,IOTAUSDT,1.08,2018-03-31,"2018-04-01 02:00:00"
712860,IOTAUSDT,0.994798,2018-04-01,"2018-04-02 02:00:00"
712859,IOTAUSDT,1.03,2018-04-02,"2018-04-03 02:00:00"
712858,IOTAUSDT,1.11,2018-04-03,"2018-04-04 02:00:00"
712857,IOTAUSDT,0.990158,2018-04-04,"2018-04-05 02:00:00"
712856,IOTAUSDT,0.982953,2018-04-05,"2018-04-06 02:00:00"
712855,IOTAUSDT,0.935367,2018-04-06,"2018-04-07 02:00:00"
712854,IOTAUSDT,0.984719,2018-04-07,"2018-04-08 02:00:00"
712853,IOTAUSDT,1.02,2018-04-08,"2018-04-09 02:00:00"
712852,IOTAUSDT,0.989505,2018-04-09,"2018-04-10 02:00:00"
712851,IOTAUSDT,1.01,2018-04-10,"2018-04-11 02:00:00"
712850,IOTAUSDT,1.07,2018-04-11,"2018-04-12 02:00:00"
712849,IOTAUSDT,1.34,2018-04-12,"2018-04-13 02:00:00"
712848,IOTAUSDT,1.32,2018-04-13,"2018-04-14 02:00:00"
712847,IOTAUSDT,1.43,2018-04-14,"2018-04-15 02:00:00"
712846,IOTAUSDT,1.67,2018-04-15,"2018-04-16 02:00:00"
712845,IOTAUSDT,1.62,2018-04-16,"2018-04-17 02:00:00"
712844,IOTAUSDT,1.55,2018-04-17,"2018-04-18 02:00:00"
712843,IOTAUSDT,1.69,2018-04-18,"2018-04-19 02:00:00"
712842,IOTAUSDT,1.77,2018-04-19,"2018-04-20 02:00:00"
712841,IOTAUSDT,1.97,2018-04-20,"2018-04-21 02:00:00"
712840,IOTAUSDT,1.92,2018-04-21,"2018-04-22 02:00:00"
712839,IOTAUSDT,2.01,2018-04-22,"2018-04-23 02:00:00"
712838,IOTAUSDT,2.13,2018-04-23,"2018-04-24 02:00:00"
712837,IOTAUSDT,2.15,2018-04-24,"2018-04-25 02:00:00"
712836,IOTAUSDT,1.8,2018-04-25,"2018-04-26 02:00:00"
712835,IOTAUSDT,2.04,2018-04-26,"2018-04-27 02:00:00"
712834,IOTAUSDT,1.9,2018-04-27,"2018-04-28 02:00:00"
712833,IOTAUSDT,2.04,2018-04-28,"2018-04-29 02:00:00"
712832,IOTAUSDT,2.05,2018-04-29,"2018-04-30 02:00:00"
712831,IOTAUSDT,1.96,2018-04-30,"2018-05-01 02:00:00"
712830,IOTAUSDT,1.98,2018-05-01,"2018-05-02 02:00:00"
712829,IOTAUSDT,2.26,2018-05-02,"2018-05-03 02:00:00"
712828,IOTAUSDT,2.6,2018-05-03,"2018-05-04 02:00:00"
712827,IOTAUSDT,2.47,2018-05-04,"2018-05-05 02:00:00"
712826,IOTAUSDT,2.38,2018-05-05,"2018-05-06 02:00:00"
712825,IOTAUSDT,2.3,2018-05-06,"2018-05-07 02:00:00"
712824,IOTAUSDT,2.26,2018-05-07,"2018-05-08 02:00:00"
712823,IOTAUSDT,2.45,2018-05-08,"2018-05-09 02:00:00"
712822,IOTAUSDT,2.28,2018-05-09,"2018-05-10 02:00:00"
712821,IOTAUSDT,2.14,2018-05-10,"2018-05-11 02:00:00"
712820,IOTAUSDT,1.84,2018-05-11,"2018-05-12 02:00:00"
712819,IOTAUSDT,1.9,2018-05-12,"2018-05-13 02:00:00"
712818,IOTAUSDT,2.01,2018-05-13,"2018-05-14 02:00:00"
712817,IOTAUSDT,1.95,2018-05-14,"2018-05-15 02:00:00"
712816,IOTAUSDT,2,2018-05-15,"2018-05-16 02:00:00"
712815,IOTAUSDT,1.9,2018-05-16,"2018-05-17 02:00:00"
712814,IOTAUSDT,1.73,2018-05-17,"2018-05-18 02:00:00"
712813,IOTAUSDT,1.76,2018-05-18,"2018-05-19 02:00:00"
712812,IOTAUSDT,1.75,2018-05-19,"2018-05-20 02:00:00"
712811,IOTAUSDT,1.83,2018-05-20,"2018-05-21 02:00:00"
712810,IOTAUSDT,1.72,2018-05-21,"2018-05-22 02:00:00"
712809,IOTAUSDT,1.63,2018-05-22,"2018-05-23 02:00:00"
712808,IOTAUSDT,1.47,2018-05-23,"2018-05-24 02:00:00"
712807,IOTAUSDT,1.53,2018-05-24,"2018-05-25 02:00:00"
712806,IOTAUSDT,1.49,2018-05-25,"2018-05-26 02:00:00"
712805,IOTAUSDT,1.48,2018-05-26,"2018-05-27 02:00:00"
712804,IOTAUSDT,1.46,2018-05-27,"2018-05-28 02:00:00"
712803,IOTAUSDT,1.35,2018-05-28,"2018-05-29 02:00:00"
712802,IOTAUSDT,1.59,2018-05-29,"2018-05-30 02:00:00"
712801,IOTAUSDT,1.57,2018-05-30,"2018-05-31 02:00:00"
14251,IOTAUSDT,1.7547,2018-05-31,"2018-06-01 02:00:00"
14252,IOTAUSDT,1.9242,2018-06-01,"2018-06-02 02:00:00"
14253,IOTAUSDT,1.8962,2018-06-02,"2018-06-03 02:00:00"
14254,IOTAUSDT,1.8045,2018-06-03,"2018-06-04 02:00:00"
14255,IOTAUSDT,1.7157,2018-06-04,"2018-06-05 02:00:00"
14256,IOTAUSDT,1.7433,2018-06-05,"2018-06-06 02:00:00"
14257,IOTAUSDT,1.6959,2018-06-06,"2018-06-07 02:00:00"
14258,IOTAUSDT,1.6923,2018-06-07,"2018-06-08 02:00:00"
14259,IOTAUSDT,1.7037,2018-06-08,"2018-06-09 02:00:00"
14260,IOTAUSDT,1.6481,2018-06-09,"2018-06-10 02:00:00"
14261,IOTAUSDT,1.3749,2018-06-10,"2018-06-11 02:00:00"
14262,IOTAUSDT,1.4597,2018-06-11,"2018-06-12 02:00:00"
14263,IOTAUSDT,1.2583,2018-06-12,"2018-06-13 02:00:00"
14264,IOTAUSDT,1.2055,2018-06-13,"2018-06-14 02:00:00"
14265,IOTAUSDT,1.2732,2018-06-14,"2018-06-15 02:00:00"
14266,IOTAUSDT,1.1781,2018-06-15,"2018-06-16 02:00:00"
14267,IOTAUSDT,1.1943,2018-06-16,"2018-06-17 02:00:00"
14268,IOTAUSDT,1.1716,2018-06-17,"2018-06-18 02:00:00"
14269,IOTAUSDT,1.1801,2018-06-18,"2018-06-19 02:00:00"
14270,IOTAUSDT,1.1818,2018-06-19,"2018-06-20 02:00:00"
14271,IOTAUSDT,1.1598,2018-06-20,"2018-06-21 02:00:00"
14272,IOTAUSDT,1.1584,2018-06-21,"2018-06-22 02:00:00"
14273,IOTAUSDT,0.9726,2018-06-22,"2018-06-23 02:00:00"
14274,IOTAUSDT,1.0366,2018-06-23,"2018-06-24 02:00:00"
14275,IOTAUSDT,0.9732,2018-06-24,"2018-06-25 02:00:00"
14276,IOTAUSDT,1.0147,2018-06-25,"2018-06-26 02:00:00"
14277,IOTAUSDT,0.9353,2018-06-26,"2018-06-27 02:00:00"
14278,IOTAUSDT,0.9825,2018-06-27,"2018-06-28 02:00:00"
14279,IOTAUSDT,0.916,2018-06-28,"2018-06-29 02:00:00"
14280,IOTAUSDT,0.9589,2018-06-29,"2018-06-30 02:00:00"
14281,IOTAUSDT,1.0109,2018-06-30,"2018-07-01 02:00:00"
1809,IOTAUSDT,1.1388,2018-07-01,"2018-07-02 02:00:00"
14283,IOTAUSDT,1.1702,2018-07-02,"2018-07-03 00:00:05"
93084,IOTAUSDT,1.171,2018-07-03,"2018-07-04 00:06:07"
168693,IOTAUSDT,1.2415,2018-07-04,"2018-07-05 00:05:22"
216703,IOTAUSDT,1.122,2018-07-05,"2018-07-06 00:01:24"
269875,IOTAUSDT,1.0682,2018-07-06,"2018-07-07 00:03:02"
323155,IOTAUSDT,1.0311,2018-07-07,"2018-07-08 00:03:00"
376435,IOTAUSDT,1.1045,2018-07-08,"2018-07-09 00:03:03"
428235,IOTAUSDT,1.073,2018-07-09,"2018-07-10 00:01:12"
479295,IOTAUSDT,0.9813,2018-07-10,"2018-07-11 00:09:51"
531465,IOTAUSDT,0.9915,2018-07-11,"2018-07-12 00:48:52"
581785,IOTAUSDT,0.9412,2018-07-12,"2018-07-13 00:09:24"
632105,IOTAUSDT,0.9632,2018-07-13,"2018-07-14 00:01:46"
683165,IOTAUSDT,0.9837,2018-07-14,"2018-07-15 00:25:55"
744251,IOTAUSDT,1.0092,2018-07-15,"2018-07-16 00:06:39"
797161,IOTAUSDT,1.0811,2018-07-16,"2018-07-17 00:05:33"
850102,IOTAUSDT,1.1549,2018-07-17,"2018-07-18 00:09:57"
898361,IOTAUSDT,1.0822,2018-07-18,"2018-07-19 00:00:50"
950581,IOTAUSDT,1.0375,2018-07-19,"2018-07-20 00:03:58"
1003174,IOTAUSDT,0.9561,2018-07-20,"2018-07-21 00:01:26"
1056886,IOTAUSDT,1.0081,2018-07-21,"2018-07-22 00:01:28"
1110225,IOTAUSDT,0.9749,2018-07-22,"2018-07-23 00:00:31"
1163982,IOTAUSDT,0.9585,2018-07-23,"2018-07-24 00:00:36"
1217478,IOTAUSDT,0.9741,2018-07-24,"2018-07-25 00:06:00"
1270726,IOTAUSDT,0.9933,2018-07-25,"2018-07-26 00:05:09"
1321486,IOTAUSDT,1.015,2018-07-26,"2018-07-27 00:05:30"
1373750,IOTAUSDT,1.0178,2018-07-27,"2018-07-28 00:03:01"
1425638,IOTAUSDT,1.0152,2018-07-28,"2018-07-29 00:07:38"
1479416,IOTAUSDT,1.006,2018-07-29,"2018-07-30 00:06:53"
1531436,IOTAUSDT,0.9793,2018-07-30,"2018-07-31 00:19:36"
1582594,IOTAUSDT,0.9318,2018-07-31,"2018-08-01 00:03:56"
1636174,IOTAUSDT,0.9049,2018-08-01,"2018-08-02 00:01:09"
1688614,IOTAUSDT,0.8849,2018-08-02,"2018-08-03 00:00:54"
1749414,IOTAUSDT,0.9494,2018-08-03,"2018-08-04 00:06:54"
1804134,IOTAUSDT,0.8575,2018-08-04,"2018-08-05 00:06:54"
1858854,IOTAUSDT,0.9151,2018-08-05,"2018-08-06 00:06:56"
1919654,IOTAUSDT,0.844,2018-08-06,"2018-08-07 00:06:17"
1975894,IOTAUSDT,0.751,2018-08-07,"2018-08-08 00:05:44"
2040980,IOTAUSDT,0.6146,2018-08-08,"2018-08-09 00:08:22"
2097680,IOTAUSDT,0.6552,2018-08-09,"2018-08-10 00:04:14"
2152112,IOTAUSDT,0.56,2018-08-10,"2018-08-11 00:04:17"
2207077,IOTAUSDT,0.5433,2018-08-11,"2018-08-12 00:08:12"
2210098,IOTAUSDT,0.5379,2018-08-12,"2018-08-13 00:05:49"
2212891,IOTAUSDT,0.4611,2018-08-13,"2018-08-14 00:08:47"
2215627,IOTAUSDT,0.4304,2018-08-14,"2018-08-15 00:08:49"
98057,LTCUSDT,222.61,2018-01-01,"2018-01-02 01:00:00"
98058,LTCUSDT,247.33,2018-01-02,"2018-01-03 01:00:00"
98059,LTCUSDT,238.77,2018-01-03,"2018-01-04 01:00:00"
98060,LTCUSDT,233,2018-01-04,"2018-01-05 01:00:00"
98061,LTCUSDT,240.54,2018-01-05,"2018-01-06 01:00:00"
98062,LTCUSDT,275.28,2018-01-06,"2018-01-07 01:00:00"
98063,LTCUSDT,269.01,2018-01-07,"2018-01-08 01:00:00"
98064,LTCUSDT,252.65,2018-01-08,"2018-01-09 01:00:00"
98065,LTCUSDT,244.48,2018-01-09,"2018-01-10 01:00:00"
98066,LTCUSDT,247.63,2018-01-10,"2018-01-11 01:00:00"
98067,LTCUSDT,223.77,2018-01-11,"2018-01-12 01:00:00"
98068,LTCUSDT,233.11,2018-01-12,"2018-01-13 01:00:00"
98069,LTCUSDT,257.98,2018-01-13,"2018-01-14 01:00:00"
98070,LTCUSDT,234.12,2018-01-14,"2018-01-15 01:00:00"
98071,LTCUSDT,229.5,2018-01-15,"2018-01-16 01:00:00"
98072,LTCUSDT,179.28,2018-01-16,"2018-01-17 01:00:00"
98073,LTCUSDT,182.44,2018-01-17,"2018-01-18 01:00:00"
98074,LTCUSDT,186.14,2018-01-18,"2018-01-19 01:00:00"
98075,LTCUSDT,191.42,2018-01-19,"2018-01-20 01:00:00"
98076,LTCUSDT,210.4,2018-01-20,"2018-01-21 01:00:00"
98077,LTCUSDT,190.16,2018-01-21,"2018-01-22 01:00:00"
98078,LTCUSDT,178,2018-01-22,"2018-01-23 01:00:00"
98079,LTCUSDT,176.98,2018-01-23,"2018-01-24 01:00:00"
98080,LTCUSDT,180.89,2018-01-24,"2018-01-25 01:00:00"
98081,LTCUSDT,179.59,2018-01-25,"2018-01-26 01:00:00"
98082,LTCUSDT,177.09,2018-01-26,"2018-01-27 01:00:00"
98083,LTCUSDT,182.1,2018-01-27,"2018-01-28 01:00:00"
98084,LTCUSDT,196.74,2018-01-28,"2018-01-29 01:00:00"
98085,LTCUSDT,181.5,2018-01-29,"2018-01-30 01:00:00"
98086,LTCUSDT,168.21,2018-01-30,"2018-01-31 01:00:00"
98087,LTCUSDT,165.19,2018-01-31,"2018-02-01 01:00:00"
98088,LTCUSDT,143.69,2018-02-01,"2018-02-02 01:00:00"
98089,LTCUSDT,131.68,2018-02-02,"2018-02-03 01:00:00"
98090,LTCUSDT,160.3,2018-02-03,"2018-02-04 01:00:00"
98091,LTCUSDT,147.09,2018-02-04,"2018-02-05 01:00:00"
98092,LTCUSDT,125.17,2018-02-05,"2018-02-06 01:00:00"
98093,LTCUSDT,141,2018-02-06,"2018-02-07 01:00:00"
98094,LTCUSDT,137.21,2018-02-07,"2018-02-08 01:00:00"
98095,LTCUSDT,142.37,2018-02-08,"2018-02-09 01:00:00"
98096,LTCUSDT,163.73,2018-02-09,"2018-02-10 01:00:00"
98097,LTCUSDT,154.65,2018-02-10,"2018-02-11 01:00:00"
98098,LTCUSDT,148.28,2018-02-11,"2018-02-12 01:00:00"
98099,LTCUSDT,161.49,2018-02-12,"2018-02-13 01:00:00"
98100,LTCUSDT,159.63,2018-02-13,"2018-02-14 01:00:00"
98101,LTCUSDT,212.25,2018-02-14,"2018-02-15 01:00:00"
98102,LTCUSDT,220.64,2018-02-15,"2018-02-16 01:00:00"
98103,LTCUSDT,228.08,2018-02-16,"2018-02-17 01:00:00"
98104,LTCUSDT,228,2018-02-17,"2018-02-18 01:00:00"
98105,LTCUSDT,213.66,2018-02-18,"2018-02-19 01:00:00"
98106,LTCUSDT,221.44,2018-02-19,"2018-02-20 01:00:00"
98107,LTCUSDT,228.51,2018-02-20,"2018-02-21 01:00:00"
98108,LTCUSDT,209.6,2018-02-21,"2018-02-22 01:00:00"
98109,LTCUSDT,192.61,2018-02-22,"2018-02-23 01:00:00"
98110,LTCUSDT,206.4,2018-02-23,"2018-02-24 01:00:00"
98111,LTCUSDT,206.5,2018-02-24,"2018-02-25 01:00:00"
98112,LTCUSDT,217.78,2018-02-25,"2018-02-26 01:00:00"
98113,LTCUSDT,218.5,2018-02-26,"2018-02-27 01:00:00"
98114,LTCUSDT,214.6,2018-02-27,"2018-02-28 01:00:00"
98115,LTCUSDT,201.86,2018-02-28,"2018-03-01 01:00:00"
98116,LTCUSDT,209.17,2018-03-01,"2018-03-02 01:00:00"
98117,LTCUSDT,212.8,2018-03-02,"2018-03-03 01:00:00"
98118,LTCUSDT,210.04,2018-03-03,"2018-03-04 01:00:00"
98119,LTCUSDT,213.19,2018-03-04,"2018-03-05 01:00:00"
98120,LTCUSDT,210.14,2018-03-05,"2018-03-06 01:00:00"
98121,LTCUSDT,196.24,2018-03-06,"2018-03-07 01:00:00"
98122,LTCUSDT,185.25,2018-03-07,"2018-03-08 01:00:00"
98123,LTCUSDT,175.24,2018-03-08,"2018-03-09 01:00:00"
98124,LTCUSDT,185.79,2018-03-09,"2018-03-10 01:00:00"
98125,LTCUSDT,176.74,2018-03-10,"2018-03-11 01:00:00"
98126,LTCUSDT,188.16,2018-03-11,"2018-03-12 01:00:00"
98127,LTCUSDT,177.8,2018-03-12,"2018-03-13 01:00:00"
98128,LTCUSDT,175.01,2018-03-13,"2018-03-14 01:00:00"
98129,LTCUSDT,160.15,2018-03-14,"2018-03-15 01:00:00"
98130,LTCUSDT,164,2018-03-15,"2018-03-16 01:00:00"
98131,LTCUSDT,164.1,2018-03-16,"2018-03-17 01:00:00"
98132,LTCUSDT,151.75,2018-03-17,"2018-03-18 01:00:00"
98133,LTCUSDT,153.5,2018-03-18,"2018-03-19 01:00:00"
98134,LTCUSDT,161.2,2018-03-19,"2018-03-20 01:00:00"
98135,LTCUSDT,168.24,2018-03-20,"2018-03-21 01:00:00"
98136,LTCUSDT,168.54,2018-03-21,"2018-03-22 01:00:00"
98137,LTCUSDT,163.65,2018-03-22,"2018-03-23 01:00:00"
98138,LTCUSDT,168.66,2018-03-23,"2018-03-24 01:00:00"
98139,LTCUSDT,158.92,2018-03-24,"2018-03-25 01:00:00"
98140,LTCUSDT,160.01,2018-03-25,"2018-03-26 02:00:00"
98141,LTCUSDT,147.83,2018-03-26,"2018-03-27 02:00:00"
98142,LTCUSDT,135,2018-03-27,"2018-03-28 02:00:00"
98143,LTCUSDT,131.22,2018-03-28,"2018-03-29 02:00:00"
98144,LTCUSDT,114.7,2018-03-29,"2018-03-30 02:00:00"
98145,LTCUSDT,118.35,2018-03-30,"2018-03-31 02:00:00"
98146,LTCUSDT,116.05,2018-03-31,"2018-04-01 02:00:00"
98147,LTCUSDT,114.74,2018-04-01,"2018-04-02 02:00:00"
98148,LTCUSDT,119.05,2018-04-02,"2018-04-03 02:00:00"
98149,LTCUSDT,134.04,2018-04-03,"2018-04-04 02:00:00"
98150,LTCUSDT,118.07,2018-04-04,"2018-04-05 02:00:00"
98151,LTCUSDT,118.26,2018-04-05,"2018-04-06 02:00:00"
98152,LTCUSDT,112.79,2018-04-06,"2018-04-07 02:00:00"
98153,LTCUSDT,115.8,2018-04-07,"2018-04-08 02:00:00"
98154,LTCUSDT,117.55,2018-04-08,"2018-04-09 02:00:00"
98155,LTCUSDT,114.79,2018-04-09,"2018-04-10 02:00:00"
98156,LTCUSDT,114.25,2018-04-10,"2018-04-11 02:00:00"
98157,LTCUSDT,118.4,2018-04-11,"2018-04-12 02:00:00"
98158,LTCUSDT,129.67,2018-04-12,"2018-04-13 02:00:00"
98159,LTCUSDT,125.1,2018-04-13,"2018-04-14 02:00:00"
98160,LTCUSDT,126.4,2018-04-14,"2018-04-15 02:00:00"
98161,LTCUSDT,132.45,2018-04-15,"2018-04-16 02:00:00"
98162,LTCUSDT,128.96,2018-04-16,"2018-04-17 02:00:00"
98163,LTCUSDT,132.09,2018-04-17,"2018-04-18 02:00:00"
98164,LTCUSDT,140.36,2018-04-18,"2018-04-19 02:00:00"
98165,LTCUSDT,146.71,2018-04-19,"2018-04-20 02:00:00"
98166,LTCUSDT,155.71,2018-04-20,"2018-04-21 02:00:00"
98167,LTCUSDT,148.4,2018-04-21,"2018-04-22 02:00:00"
98168,LTCUSDT,146.38,2018-04-22,"2018-04-23 02:00:00"
98169,LTCUSDT,152.56,2018-04-23,"2018-04-24 02:00:00"
98170,LTCUSDT,164.78,2018-04-24,"2018-04-25 02:00:00"
98171,LTCUSDT,144.75,2018-04-25,"2018-04-26 02:00:00"
98172,LTCUSDT,153.19,2018-04-26,"2018-04-27 02:00:00"
98173,LTCUSDT,144.9,2018-04-27,"2018-04-28 02:00:00"
98174,LTCUSDT,152.1,2018-04-28,"2018-04-29 02:00:00"
98175,LTCUSDT,153.5,2018-04-29,"2018-04-30 02:00:00"
98176,LTCUSDT,148.37,2018-04-30,"2018-05-01 02:00:00"
98177,LTCUSDT,148.29,2018-05-01,"2018-05-02 02:00:00"
98178,LTCUSDT,151.58,2018-05-02,"2018-05-03 02:00:00"
98179,LTCUSDT,161.38,2018-05-03,"2018-05-04 02:00:00"
98180,LTCUSDT,169.44,2018-05-04,"2018-05-05 02:00:00"
98181,LTCUSDT,179.04,2018-05-05,"2018-05-06 02:00:00"
98182,LTCUSDT,172.32,2018-05-06,"2018-05-07 02:00:00"
98183,LTCUSDT,164.59,2018-05-07,"2018-05-08 02:00:00"
98184,LTCUSDT,158.89,2018-05-08,"2018-05-09 02:00:00"
98185,LTCUSDT,156.72,2018-05-09,"2018-05-10 02:00:00"
98186,LTCUSDT,148.16,2018-05-10,"2018-05-11 02:00:00"
98187,LTCUSDT,136.32,2018-05-11,"2018-05-12 02:00:00"
98188,LTCUSDT,141.57,2018-05-12,"2018-05-13 02:00:00"
98189,LTCUSDT,144.24,2018-05-13,"2018-05-14 02:00:00"
98190,LTCUSDT,147.42,2018-05-14,"2018-05-15 02:00:00"
98191,LTCUSDT,139.35,2018-05-15,"2018-05-16 02:00:00"
98192,LTCUSDT,138.92,2018-05-16,"2018-05-17 02:00:00"
98193,LTCUSDT,132.31,2018-05-17,"2018-05-18 02:00:00"
98194,LTCUSDT,135.95,2018-05-18,"2018-05-19 02:00:00"
98195,LTCUSDT,134.95,2018-05-19,"2018-05-20 02:00:00"
98196,LTCUSDT,139.64,2018-05-20,"2018-05-21 02:00:00"
98197,LTCUSDT,134.25,2018-05-21,"2018-05-22 02:00:00"
98198,LTCUSDT,127.89,2018-05-22,"2018-05-23 02:00:00"
98199,LTCUSDT,118.37,2018-05-23,"2018-05-24 02:00:00"
98200,LTCUSDT,122.58,2018-05-24,"2018-05-25 02:00:00"
98201,LTCUSDT,118.87,2018-05-25,"2018-05-26 02:00:00"
98202,LTCUSDT,118.45,2018-05-26,"2018-05-27 02:00:00"
98203,LTCUSDT,117.71,2018-05-27,"2018-05-28 02:00:00"
98204,LTCUSDT,110.82,2018-05-28,"2018-05-29 02:00:00"
98205,LTCUSDT,119.28,2018-05-29,"2018-05-30 02:00:00"
98206,LTCUSDT,117.18,2018-05-30,"2018-05-31 02:00:00"
98207,LTCUSDT,118.25,2018-05-31,"2018-06-01 02:00:00"
98208,LTCUSDT,120.19,2018-06-01,"2018-06-02 02:00:00"
98209,LTCUSDT,123.44,2018-06-02,"2018-06-03 02:00:00"
98210,LTCUSDT,125.33,2018-06-03,"2018-06-04 02:00:00"
98211,LTCUSDT,119.77,2018-06-04,"2018-06-05 02:00:00"
98212,LTCUSDT,122.18,2018-06-05,"2018-06-06 02:00:00"
98213,LTCUSDT,121.61,2018-06-06,"2018-06-07 02:00:00"
98214,LTCUSDT,121.54,2018-06-07,"2018-06-08 02:00:00"
98215,LTCUSDT,119.68,2018-06-08,"2018-06-09 02:00:00"
98216,LTCUSDT,117.4,2018-06-09,"2018-06-10 02:00:00"
98217,LTCUSDT,106.48,2018-06-10,"2018-06-11 02:00:00"
98218,LTCUSDT,107.2,2018-06-11,"2018-06-12 02:00:00"
98219,LTCUSDT,99.68,2018-06-12,"2018-06-13 02:00:00"
98220,LTCUSDT,93.37,2018-06-13,"2018-06-14 02:00:00"
98221,LTCUSDT,100.88,2018-06-14,"2018-06-15 02:00:00"
98222,LTCUSDT,95.5,2018-06-15,"2018-06-16 02:00:00"
98223,LTCUSDT,96.66,2018-06-16,"2018-06-17 02:00:00"
98224,LTCUSDT,94.95,2018-06-17,"2018-06-18 02:00:00"
98225,LTCUSDT,98.7,2018-06-18,"2018-06-19 02:00:00"
98226,LTCUSDT,98.67,2018-06-19,"2018-06-20 02:00:00"
98227,LTCUSDT,97.72,2018-06-20,"2018-06-21 02:00:00"
98228,LTCUSDT,96.72,2018-06-21,"2018-06-22 02:00:00"
98229,LTCUSDT,84.8,2018-06-22,"2018-06-23 02:00:00"
98230,LTCUSDT,82.73,2018-06-23,"2018-06-24 02:00:00"
98231,LTCUSDT,80.37,2018-06-24,"2018-06-25 02:00:00"
98232,LTCUSDT,81.48,2018-06-25,"2018-06-26 02:00:00"
98233,LTCUSDT,75.54,2018-06-26,"2018-06-27 02:00:00"
98234,LTCUSDT,80.6,2018-06-27,"2018-06-28 02:00:00"
98235,LTCUSDT,74.05,2018-06-28,"2018-06-29 02:00:00"
98236,LTCUSDT,78.94,2018-06-29,"2018-06-30 02:00:00"
98237,LTCUSDT,81.33,2018-06-30,"2018-07-01 02:00:00"
1665,LTCUSDT,85.14,2018-07-01,"2018-07-02 02:00:00"
16984,LTCUSDT,86.69,2018-07-02,"2018-07-03 00:00:05"
98240,LTCUSDT,87.97,2018-07-03,"2018-07-04 00:06:07"
168549,LTCUSDT,87,2018-07-04,"2018-07-05 00:05:22"
216559,LTCUSDT,82.27,2018-07-05,"2018-07-06 00:01:24"
269731,LTCUSDT,82.95,2018-07-06,"2018-07-07 00:03:02"
323011,LTCUSDT,79.71,2018-07-07,"2018-07-08 00:03:00"
376291,LTCUSDT,83.69,2018-07-08,"2018-07-09 00:03:03"
428091,LTCUSDT,81.46,2018-07-09,"2018-07-10 00:01:12"
479151,LTCUSDT,76.48,2018-07-10,"2018-07-11 00:09:51"
531321,LTCUSDT,77.2,2018-07-11,"2018-07-12 00:48:52"
581641,LTCUSDT,75.5,2018-07-12,"2018-07-13 00:09:24"
631961,LTCUSDT,76.42,2018-07-13,"2018-07-14 00:01:46"
683021,LTCUSDT,76.36,2018-07-14,"2018-07-15 00:25:55"
